number,codeinsee,codepostal,cp,etage,idagence,idannonce,idtiers,idtypechauffage,idtypecommerce,idtypecuisine,idtypepublicationsourcecouplage,naturebien,nb_chambres,nb_photos,nb_pieces,position,prix,si_balcon,si_sdEau,si_sdbain,surface,typedebien,ville
6,750119,75019,75019,0,10622,146780597,2935,0,0,américaine équipée,SL,1,1,5,2,6,311000,0,0,0,35.24,Appartement,Paris 19ème
19,750112,75012,75012,0,309714,141642953,352190,0,0,séparée,SL,1,1,8,2,19,311780,0,0,0,34,Appartement,Paris 12ème
2,750111,75011,75011,0,98845,149179109,147703,0,0,0,SL,1,1,8,2,2,312500,0,0,0,28.61,Appartement,Paris 11ème
8,750118,75018,75018,0,170542,150109885,202312,0,0,américaine,SL,1,1,4,2,8,314000,1,0,0,44,Appartement,Paris 18ème
5,750118,75018,75018,0,170542,149382337,202312,0,0,américaine,SL,1,1,5,2,5,314000,1,0,0,44,Appartement,Paris 18ème
6,750116,75116,75116,0,310057,150229185,335728,0,0,0,SL,1,1,5,2,6,314000,0,0,0,27.5,Appartement,Paris 16ème
9,750116,75016,75016,0,6249,147865959,6717,0,0,séparée,SL,1,1,10,2,9,315000,0,0,0,32.17,Appartement,Paris 16ème
10,750116,75016,75016,0,105309,147902951,157507,0,0,aucune,SL,1,1,4,2,10,315000,0,0,0,32.17,Appartement,Paris 16ème
11,750113,75013,75013,0,34239,148542507,5003,0,0,0,SL,1,1,6,2,11,315000,0,0,0,27.59,Appartement,Paris 13ème
12,750117,75017,75017,0,41527,149707403,26461,0,0,séparée,SL,1,1,8,2,12,315000,0,0,0,31,Appartement,Paris 17ème
14,750119,75019,75019,0,52648,150094753,48494,0,0,séparée,SL,1,1,5,2,14,315000,0,0,0,33.01,Appartement,Paris 19ème
13,750119,75019,75019,0,86147,149717385,125696,0,0,0,SL,1,2,7,3,13,315000,0,0,0,27,Appartement,Paris 19ème
5,750118,75018,75018,0,59465,149081167,62005,0,0,séparée,SL,1,1,8,2,5,318000,0,0,0,37,Appartement,Paris 18ème
16,750114,75014,75014,0,106039,143887947,159010,0,0,coin cuisine,SL,1,1,8,2,16,318000,0,0,0,37.49,Appartement,Paris 14ème
18,750117,75017,75017,0,227771,147440013,195564,0,0,séparée équipée,SL,1,1,5,2,18,319000,0,0,0,24,Appartement,Paris 17ème
19,750111,75011,75011,0,11695,149136747,2017,0,0,coin cuisine,SL,1,1,6,2,19,319000,0,0,0,28.23,Appartement,Paris 11ème
0,750118,75018,75018,0,49799,147267711,27457,0,0,américaine équipée,SL,1,1,5,2,0,319500,0,0,0,36,Appartement,Paris 18ème
13,750117,75017,75017,0,338295,147186409,285530,0,0,séparée,SL,1,1,8,2,13,320000,1,0,0,48,Appartement,Paris 17ème
18,750117,75017,75017,0,35736,149190263,19346,0,0,aucune,SL,1,1,5,2,18,320000,0,0,0,32,Appartement,Paris 17ème
1,750114,75014,75014,0,119592,145800289,178277,0,0,aucune,SL,1,1,4,2,1,320000,0,0,0,29,Appartement,Paris 14ème
2,750113,75013,75013,0,251519,146296793,165942,0,0,aucune,SL,1,1,17,2,2,320000,0,0,0,30.96,Appartement,Paris 13ème
3,750117,75017,75017,0,319728,146948501,372412,0,0,0,SL,1,1,5,2,3,320000,0,0,0,31,Appartement,Paris 17ème
4,750112,75012,75012,0,59095,148259079,61753,0,0,0,SL,1,1,7,2,4,320000,0,0,0,30,Appartement,Paris 12ème
5,750118,75018,75018,0,103172,148289141,154761,0,0,américaine équipée,SL,1,1,4,2,5,320000,0,0,0,36,Appartement,Paris 18ème
6,750120,75020,75020,0,1727,148553271,114378,0,0,0,SL,1,1,7,2,6,320000,0,0,0,39,Appartement,Paris 20ème
7,750119,75019,75019,0,45437,148734349,3706,0,0,aucune,SL,1,1,13,2,7,320000,0,0,0,38.56,Appartement,Paris 19ème
9,750117,75017,75017,0,93920,149568169,140505,0,0,américaine,SL,1,1,5,2,9,320000,0,0,0,30,Appartement,Paris 17ème
10,750117,75017,75017,0,93919,149568173,140503,0,0,américaine,SL,1,1,5,2,10,320000,0,0,0,30,Appartement,Paris 17ème
11,750119,75019,75019,0,293593,149762859,335398,0,0,américaine équipée,SL,1,1,5,2,11,320000,0,0,0,32,Appartement,Paris 19ème
13,750112,75012,75012,0,319238,149612935,379429,0,0,américaine équipée,SL,1,1,5,2,13,320000,0,0,0,30.22,Appartement,Paris 12ème
15,750119,75019,75019,0,82294,150126529,119828,0,0,américaine,SL,1,1,5,2,15,320000,0,0,0,39,Appartement,Paris 19ème
14,750119,75019,75019,0,45437,149973051,3706,0,0,coin cuisine,SL,1,2,15,2,14,320000,0,0,0,38.56,Appartement,Paris 19ème
18,750109,75009,75009,0,293056,148723281,268430,0,0,0,SL,1,1,4,2,18,321000,0,0,0,24,Appartement,Paris 9ème
19,750109,75009,75009,0,310926,149155369,353506,0,0,coin cuisine équipé,SL,1,1,6,2,19,321000,0,0,0,25,Appartement,Paris 9ème
17,750108,75008,75008,0,36543,145342367,7814,0,0,aucune,SL,1,2,8,3,17,321000,0,0,0,35.51,Appartement,Paris 8ème
0,750119,75019,75019,0,100028,149218393,149605,0,0,coin cuisine,SL,1,1,9,2,0,323000,0,0,0,38.56,Appartement,Paris 19ème
6,750110,75010,75010,0,183983,149132451,241976,0,0,séparée,SL,1,1,6,2,6,325000,0,0,0,37,Appartement,Paris 10ème
8,750110,75010,75010,0,1916,149619961,3796,0,0,coin cuisine,SL,1,1,9,2,8,325000,0,0,0,31,Appartement,Paris 10ème
0,750118,75018,75018,0,86,149338851,25671,0,0,aucune,SL,1,1,7,2,0,325500,0,0,0,28.45,Appartement,Paris 18ème
9,750118,75018,75018,0,69228,149247997,114379,0,0,séparée,SL,1,1,9,2,9,325500,0,0,0,28.45,Appartement,Paris 18ème
10,750115,75015,75015,0,66096,150108489,84284,0,0,aucune,SL,1,1,7,2,10,325500,0,0,0,34,Appartement,Paris 15ème
12,750109,75009,75009,0,289907,149475635,332255,0,0,coin cuisine,SL,1,1,7,2,12,326000,0,0,0,25.8,Appartement,Paris 9ème
13,750118,75018,75018,0,149173,149344191,212364,0,0,0,SL,1,1,8,2,13,326600,1,0,0,34,Appartement,Paris 18ème
14,750118,75018,75018,0,99114,149722431,148650,0,0,séparée,SL,1,1,10,2,14,327000,0,0,0,37,Appartement,Paris 18ème
15,750118,75018,75018,0,12089,149897151,3765,0,0,américaine équipée,SL,1,1,11,2,15,327000,0,0,0,29,Appartement,Paris 18ème
16,750119,75019,75019,0,109267,149316167,164434,0,0,américaine,SL,1,1,5,2,16,328000,0,0,0,40,Appartement,Paris 19ème
17,750120,75020,75020,0,90549,140030647,124114,0,0,séparée,SL,1,1,5,2,17,329000,0,0,0,37,Appartement,Paris 20ème
18,750113,75013,75013,0,28547,150072161,3923,0,0,séparée,SL,1,2,7,3,18,329000,0,0,0,35,Appartement,Paris 13ème
17,750105,75005,75005,0,265591,148560823,285746,0,0,américaine équipée,SL,1,1,6,2,17,330000,0,0,0,24,Appartement,Paris 5ème
18,750112,75012,75012,0,8874,149978597,2644,0,0,américaine équipée,SL,1,1,4,2,18,330000,0,0,0,33.06,Appartement,Paris 12ème
4,750108,75008,75008,0,108447,145258961,163786,0,0,coin cuisine,SL,1,1,4,3,4,330000,1,0,0,45,Loft/Atelier/Surface,Paris 8ème
2,750111,75011,75011,0,194027,147133761,150260,0,0,aucune,SL,1,1,5,2,2,330000,0,0,0,28,Appartement,Paris 11ème
0,750118,75018,75018,0,58771,143867737,61322,0,0,équipée,SL,1,1,5,2,0,330000,0,0,0,38.37,Appartement,Paris 18ème
2,750117,75017,75017,0,5691,146754261,568,0,0,américaine,SL,1,1,7,2,2,330000,0,0,0,26.77,Appartement,Paris 17ème
5,750106,75006,75006,0,64764,147727073,65895,0,0,0,SL,1,1,9,2,5,330000,0,0,0,22,Appartement,Paris 6ème
6,750105,75005,75005,0,102209,147642957,108790,0,0,séparée,SL,1,1,5,2,6,330000,0,0,0,23.58,Appartement,Paris 5ème
7,750111,75011,75011,0,64335,148046381,78516,0,0,0,SL,1,1,7,2,7,330000,0,0,0,32,Appartement,Paris 11ème
10,750112,75012,75012,0,1108,149132201,2290,0,0,américaine,SL,1,1,8,2,10,330000,0,0,0,33.06,Appartement,Paris 12ème
11,750105,75005,75005,0,325563,149153177,376411,0,0,américaine,SL,1,1,9,2,11,330000,0,0,0,24,Appartement,Paris 5ème
13,750105,75005,75005,0,82976,149481491,119563,0,0,séparée,SL,1,1,7,2,13,330000,0,0,0,20,Appartement,Paris 5ème
16,750112,75012,75012,0,3681,150048185,4928,0,0,séparée,SL,1,1,4,2,16,330000,0,0,0,32,Appartement,Paris 12ème
17,750120,75020,75020,0,347442,150153447,412308,0,0,séparée,SL,1,1,8,2,17,330000,0,0,0,36,Appartement,Paris 20ème
18,750120,75020,75020,0,28562,150213791,2073,0,0,séparée,SL,1,1,5,2,18,330000,1,0,0,32.5,Appartement,Paris 20ème
15,750111,75011,75011,0,44123,149851433,19626,0,0,séparée équipée,SL,1,2,13,3,15,330000,1,0,0,74.1,Appartement,Paris 11ème
1,750105,75005,75005,0,89064,141692977,6151,0,0,0,SL,1,3,6,4,1,330000,1,0,0,105,Appartement,Paris 5ème
19,750118,75018,75018,0,11787,150210575,97123,0,0,-1,SL,1,1,7,2,19,330500,0,0,0,34.02,Appartement,Paris 18ème
0,750118,75018,75018,0,149173,150156277,212364,0,0,aucune,SL,1,1,11,2,0,331000,0,0,0,34,Appartement,Paris 18ème
3,750118,75018,75018,0,87,149700641,430,0,0,équipée,SL,1,1,9,2,3,331500,0,0,0,31,Appartement,Paris 18ème
2,750120,75020,75020,0,110790,149751967,166370,0,0,aucune,SL,1,1,6,2,2,332800,0,0,0,36.5,Appartement,Paris 20ème
6,750118,75018,75018,0,12089,149903637,3765,0,0,américaine équipée,SL,1,1,11,2,6,333000,0,0,0,34,Appartement,Paris 18ème
7,750115,75015,75015,0,319728,150184313,372412,0,0,0,SL,1,1,8,2,7,333000,0,0,0,37,Appartement,Paris 15ème
11,750113,75013,75013,0,51959,148901799,28844,0,0,séparée,SL,1,1,6,2,11,334000,0,0,0,35.81,Appartement,Paris 13ème
0,750112,75012,75012,0,103984,147499573,203219,0,0,séparée équipée,SL,1,1,6,2,0,335000,0,0,0,31,Appartement,Paris 12ème
12,750104,75004,75004,0,1658,138537907,3319,0,0,américaine,SL,1,1,7,2,12,335000,0,0,0,27,Appartement,Paris 4ème
9,750104,75004,75004,0,1658,138487307,3319,0,0,américaine,SL,1,1,6,2,9,335000,0,0,0,26.5,Appartement,Paris 4ème
10,750116,75016,75016,0,102039,137704621,152842,0,0,0,SL,1,1,9,2,10,335000,0,0,0,32.22,Appartement,Paris 16ème
11,750116,75016,75016,0,86231,146235139,127301,0,0,équipée,SL,1,1,6,2,11,335000,0,0,0,29,Appartement,Paris 16ème
12,750120,75020,75020,0,328612,145894803,390190,0,0,0,SL,1,1,8,2,12,335000,0,0,0,50,Appartement,Paris 20ème
13,750112,75012,75012,0,176664,146932629,268153,0,0,0,SL,1,1,5,2,13,335000,0,0,0,38,Appartement,Paris 12ème
14,750119,75019,75019,0,50301,148792305,27971,0,0,0,SL,1,1,9,2,14,335000,0,0,0,37.1,Appartement,Paris 19ème
2,750114,75014,75014,0,34748,149681297,26353,0,0,équipée,SL,1,1,10,2,2,336000,0,0,0,25,Appartement,Paris 14ème
19,750119,75019,75019,0,125775,149865913,184909,0,0,américaine équipée,SL,1,1,4,2,19,338000,0,0,0,30.02,Appartement,Paris 19ème
16,750118,75018,75018,0,149173,149028661,212364,0,0,équipée,SL,1,1,7,2,16,338000,0,0,0,37.5,Appartement,Paris 18ème
17,750118,75018,75018,0,825,148569497,1760,0,0,0,SL,1,1,9,2,17,338000,0,0,0,37.3,Appartement,Paris 18ème
18,750114,75014,75014,0,312542,150062039,348725,0,0,séparée équipée,SL,1,1,8,2,18,338000,0,0,0,25,Appartement,Paris 14ème
0,750117,75017,75017,0,113840,150229373,169816,0,0,0,SL,1,1,7,2,0,339000,0,0,0,30,Appartement,Paris 17ème
4,750104,75004,75004,0,83390,147054441,121238,0,0,séparée,SL,1,1,22,2,4,340000,1,0,0,28,Appartement,Paris 4ème
3,750116,75016,75016,0,107744,148655979,161873,0,0,séparée,SL,1,1,8,2,3,340000,0,0,0,29,Appartement,Paris 16ème
4,750113,75013,75013,0,240479,146322925,269208,0,0,aucune,SL,1,1,10,2,4,340000,0,0,0,46,Appartement,Paris 13ème
6,750118,75018,75018,0,82271,148249321,119876,0,0,américaine,SL,1,1,4,2,6,340000,0,0,0,35,Appartement,Paris 18ème
7,750119,75019,75019,0,117906,149436219,174984,0,0,séparée,SL,1,1,8,2,7,340000,0,0,0,43,Appartement,Paris 19ème
9,750117,75017,75017,0,297390,146039359,339590,0,0,0,SL,1,1,4,2,9,340900,0,0,0,37,Appartement,Paris 17ème
10,750120,75020,75020,0,313866,143808979,373856,0,0,0,SL,1,1,7,2,10,341000,0,0,0,44,Appartement,Paris 20ème
9,750119,75019,75019,0,12272,136019103,2867,0,0,séparée,SL,1,1,7,2,9,341250,0,0,0,40.36,Appartement,Paris 19ème
11,750119,75019,75019,0,246188,128573215,29387,0,0,équipée,SL,1,1,7,2,11,342000,0,0,0,42,Appartement,Paris 19ème
12,750113,75013,75013,0,41757,146848317,16333,0,0,séparée,SL,1,1,12,2,12,342000,0,0,0,35,Appartement,Paris 13ème
14,750112,75012,75012,0,9486,149681291,2217,0,0,séparée,SL,1,1,7,2,14,343000,0,0,0,37.54,Appartement,Paris 12ème
15,750115,75015,75015,0,314285,150237905,374249,0,0,séparée,SL,1,1,5,2,15,343000,0,0,0,30,Appartement,Paris 15ème
16,750113,75013,75013,0,107022,144585893,120557,0,0,0,SL,1,1,10,2,16,343200,0,0,0,29,Appartement,Paris 13ème
17,750103,75003,75003,0,319267,149828269,379415,0,0,coin cuisine,SL,1,1,9,2,17,344000,0,0,0,26,Appartement,Paris 3ème
18,750118,75018,75018,0,1305,149928087,2669,0,0,séparée,SL,1,1,4,2,18,344500,0,0,0,29.02,Appartement,Paris 18ème
19,750114,75014,75014,0,315574,142854517,303771,0,0,séparée,SL,1,1,4,2,19,345000,0,0,0,30,Appartement,Paris 14ème
0,750110,75010,75010,0,103740,147280463,155648,0,0,0,SL,1,1,4,2,0,345000,0,0,0,38,Appartement,Paris 10ème
1,750111,75011,75011,0,71016,148811417,91000,0,0,séparée,SL,1,1,5,2,1,345000,0,0,0,32,Appartement,Paris 11ème
3,750118,75018,75018,0,328853,149918793,381566,0,0,américaine,SL,1,1,27,2,3,345000,1,0,0,42,Appartement,Paris 18ème
5,750115,75015,75015,0,240271,150080233,265828,0,0,séparée équipée,SL,1,1,10,2,5,345000,0,0,0,36,Appartement,Paris 15ème
6,750120,75020,75020,0,2915,150120371,26993,0,0,aucune,SL,1,1,4,2,6,346000,0,0,0,32.05,Appartement,Paris 20ème
7,750120,75020,75020,0,98845,147320199,147703,0,0,équipée,SL,1,1,10,2,7,346000,0,0,0,32.05,Appartement,Paris 20ème
8,750113,75013,75013,0,65677,149797517,81775,0,0,séparée équipée,SL,1,1,18,2,8,346500,0,0,0,34.52,Appartement,Paris 13ème
10,750111,75011,75011,0,38468,145495125,11513,0,0,aucune,SL,1,1,7,3,10,349800,0,0,0,34,Appartement,Paris 11ème
3,750110,75010,75010,0,9014,145547717,923,0,0,séparée,SL,1,1,8,2,3,350000,1,0,0,34,Appartement,Paris 10ème
7,750111,75011,75011,0,255223,149800047,2578,0,0,0,SL,1,1,9,2,7,350000,0,0,0,30.15,Appartement,Paris 11ème
13,750105,75005,75005,0,293801,149513649,328781,0,0,séparée équipée,SL,1,1,9,2,13,350000,0,0,0,24,Appartement,Paris 5ème
19,750115,75015,75015,0,58130,146931445,60569,0,0,américaine,SL,1,1,5,2,19,350000,0,0,0,46,Appartement,Paris 15ème
12,750112,75012,75012,0,10604,147347853,100037,0,0,séparée,SL,1,1,7,2,12,350000,0,0,0,35,Appartement,Paris 12ème
13,750118,75018,75018,0,3224,147488473,13361,0,0,séparée,SL,1,1,5,2,13,350000,0,0,0,45,Appartement,Paris 18ème
14,750119,75019,75019,0,293801,149031407,328781,0,0,séparée équipée,SL,1,1,10,2,14,350000,0,0,0,40,Appartement,Paris 19ème
15,750112,75012,75012,0,120742,149193019,179980,0,0,aucune,SL,1,1,7,2,15,350000,1,0,0,34.82,Appartement,Paris 12ème
16,750110,75010,75010,0,293593,149498937,335398,0,0,équipée,SL,1,1,5,2,16,350000,0,0,0,33,Appartement,Paris 10ème
18,750116,75016,75016,0,102298,149489213,153420,0,0,américaine,SL,1,1,10,6,18,350000,0,0,0,148,Appartement,Paris 16ème
19,750115,75015,75015,0,240271,148092971,265828,0,0,aucune,SL,1,1,13,2,19,350000,0,0,0,38.87,Appartement,Paris 15ème
17,750115,75015,75015,0,325559,149578201,4546,0,0,séparée,SL,1,2,11,3,17,350000,1,0,0,89,Appartement,Paris 15ème
0,750114,75014,75014,0,209167,146391819,252519,0,0,séparée,SL,1,1,7,2,0,350376,0,0,0,29.76,Appartement,Paris 14ème
6,750117,75017,75017,0,12216,149333115,3820,0,0,américaine,SL,1,1,13,2,6,351000,0,0,0,33,Appartement,Paris 17ème
1,750118,75018,75018,0,240479,143154091,269208,0,0,coin cuisine,SL,1,1,12,2,1,351000,0,0,0,43,Appartement,Paris 18ème
3,750110,75010,75010,0,345595,148422529,341408,0,0,aucune,SL,1,1,4,2,3,351750,0,0,0,37.4,Appartement,Paris 10ème
8,750116,75016,75016,0,290511,141917361,332488,0,0,séparée équipée,SL,1,1,6,2,8,352000,0,0,0,20.04,Appartement,Paris 16ème
4,750119,75019,75019,0,125775,148537305,184909,0,0,américaine équipée,SL,1,1,4,2,4,352000,0,0,0,35.5,Appartement,Paris 19ème
5,750120,75020,75020,0,11540,149164411,12081,0,0,-1,SL,1,1,7,2,5,352000,0,0,0,44,Appartement,Paris 20ème
6,750105,75005,75005,0,111453,145874305,167582,0,0,équipée,SL,1,1,4,2,6,353400,0,0,0,29,Appartement,Paris 5ème
8,750113,75013,75013,0,267605,145892745,260863,0,0,0,SL,1,1,6,2,8,354000,0,0,0,33,Appartement,Paris 13ème
10,750119,75019,75019,0,316797,149414133,240243,0,0,0,SL,1,1,4,2,10,354000,0,0,0,34,Appartement,Paris 19ème
14,750118,75018,75018,0,120785,150046901,180528,0,0,0,SL,1,1,4,2,14,355000,1,0,0,47,Appartement,Paris 18ème
9,750109,75009,75009,0,309596,149832079,147704,0,0,équipée,SL,1,1,12,2,9,356000,0,0,0,26.73,Appartement,Paris 9ème
17,750118,75018,75018,0,323838,148355773,380387,0,0,coin cuisine,SL,1,1,4,2,17,357000,0,0,0,41,Appartement,Paris 18ème
18,750110,75010,75010,0,36365,148906245,1222,0,0,américaine équipée,SL,1,1,8,2,18,357000,0,0,0,37,Appartement,Paris 10ème
0,750113,75013,75013,0,341959,150188291,405803,0,0,séparée,SL,1,1,6,2,0,357000,0,0,0,33,Appartement,Paris 13ème
1,750119,75019,75019,0,328853,144719239,381566,0,0,séparée,SL,1,1,11,2,1,357500,1,0,0,33,Appartement,Paris 19ème
2,750118,75018,75018,0,330659,146979675,392426,0,0,0,SL,1,1,10,2,2,357500,0,0,0,38,Appartement,Paris 18ème
10,750112,75012,75012,0,134909,149912063,195077,0,0,séparée équipée,SL,1,1,6,2,10,359000,0,0,0,43.54,Appartement,Paris 12ème
4,750120,75020,75020,0,142757,147685609,198312,0,0,séparée,SL,1,1,12,2,4,359000,0,0,0,42.64,Appartement,Paris 20ème
5,750118,75018,75018,0,164583,149216981,215341,0,0,coin cuisine,SL,1,1,5,2,5,359000,0,0,0,50,Appartement,Paris 18ème
6,750112,75012,75012,0,38809,149157309,3508,0,0,séparée,SL,1,1,6,2,6,359500,0,0,0,34,Appartement,Paris 12ème
11,750111,75011,75011,0,255223,150043907,2578,0,0,0,SL,1,1,6,2,11,360000,0,0,0,27,Appartement,Paris 11ème
14,750102,75002,75002,0,1029,145127957,2151,0,0,équipée,SL,1,1,7,2,14,360000,0,0,0,30.04,Appartement,Paris 2ème
15,750111,75011,75011,0,91412,149372225,106518,0,0,0,SL,1,1,4,2,15,360000,0,0,0,28,Appartement,Paris 11ème
7,750113,75013,75013,0,27956,135438137,107851,0,0,0,SL,1,1,7,2,7,360000,0,0,0,44,Appartement,Paris 13ème
8,750117,75017,75017,0,28312,141219767,754,0,0,équipée,SL,1,1,5,2,8,360000,0,0,0,34,Appartement,Paris 17ème
10,750120,75020,75020,0,98845,145851283,147703,0,0,américaine,SL,1,1,8,2,10,360000,0,0,0,43,Appartement,Paris 20ème
11,750117,75017,75017,0,54571,146455947,50066,0,0,séparée,SL,1,1,8,2,11,360000,0,0,0,31,Appartement,Paris 17ème
12,750120,75020,75020,0,252492,149023467,221404,0,0,américaine équipée,SL,1,1,8,2,12,360000,0,0,0,34,Appartement,Paris 20ème
13,750119,75019,75019,0,113600,149260779,154063,0,0,coin cuisine équipé,SL,1,1,8,2,13,360000,0,0,0,44,Appartement,Paris 19ème
15,750118,75018,75018,0,84524,149387965,123115,0,0,séparée,SL,1,1,11,2,15,360000,0,0,0,32.49,Appartement,Paris 18ème
17,750118,75018,75018,0,82271,148822095,119876,0,0,séparée,SL,1,1,5,3,17,361000,0,0,0,41,Appartement,Paris 18ème
19,750111,75011,75011,0,154565,146251711,213079,0,0,équipée,SL,1,1,5,2,19,362000,0,0,0,32.2,Appartement,Paris 11ème
1,750110,75010,75010,0,2245,148682899,4387,0,0,0,SL,1,1,8,2,1,362250,1,0,0,35,Appartement,Paris 10ème
2,750112,75012,75012,0,52067,138481225,2063,0,0,séparée,SL,1,1,8,3,2,363000,0,0,0,35.27,Appartement,Paris 12ème
3,750117,75017,75017,0,97567,149012269,145098,0,0,équipée,SL,1,1,6,2,3,363000,0,0,0,32.87,Appartement,Paris 17ème
6,750113,75013,75013,0,120279,140503511,179330,0,0,américaine,SL,1,1,4,2,6,364000,0,0,0,45,Appartement,Paris 13ème
13,750118,75018,75018,0,119778,149837457,178745,0,0,0,SL,1,1,5,2,13,365000,0,0,0,35,Appartement,Paris 18ème
8,750113,75013,75013,0,219383,141368513,258439,0,0,américaine équipée,SL,1,1,7,2,8,365000,0,0,0,45,Appartement,Paris 13ème
9,750113,75013,75013,0,66674,147966721,22377,0,0,américaine,SL,1,1,5,2,9,365000,0,0,0,45,Appartement,Paris 13ème
10,750112,75012,75012,0,142757,148468289,198312,0,0,séparée,SL,1,1,9,2,10,365000,0,0,0,32.39,Appartement,Paris 12ème
13,750118,75018,75018,0,250079,147045989,274166,0,0,équipée,SL,1,1,5,2,13,365750,0,0,0,40,Appartement,Paris 18ème
15,750101,75001,75001,0,64793,149896527,79227,0,0,coin cuisine,SL,1,1,11,2,15,367000,0,0,0,25,Appartement,Paris 1er
16,750115,75015,75015,0,136818,149746307,198311,0,0,0,SL,1,1,8,2,16,367500,0,0,0,32,Appartement,Paris 15ème
5,750108,75008,75008,0,4721,149409419,1026,0,0,0,SL,1,1,3,2,5,368000,0,0,0,32.33,Appartement,Paris 8ème
18,750115,75015,75015,0,240271,149357325,265828,0,0,séparée équipée,SL,1,1,13,2,18,368000,0,0,0,33.2,Appartement,Paris 15ème
19,750114,75014,75014,0,104018,149654545,155894,0,0,coin cuisine équipé,SL,1,1,5,2,19,368000,0,0,0,32,Appartement,Paris 14ème
1,750112,75012,75012,0,9486,149681293,2217,0,0,séparée,SL,1,1,9,2,1,369000,0,0,0,37.12,Appartement,Paris 12ème
2,750114,75014,75014,0,34748,149681299,26353,0,0,séparée,SL,1,1,10,2,2,369000,0,0,0,30.02,Appartement,Paris 14ème
3,750115,75015,75015,0,46293,150111601,22485,0,0,séparée équipée,SL,1,1,9,2,3,369000,0,0,0,32.15,Appartement,Paris 15ème
