number,codeinsee,codepostal,cp,etage,idagence,idannonce,idtiers,idtypechauffage,idtypecommerce,idtypecuisine,idtypepublicationsourcecouplage,naturebien,nb_chambres,nb_photos,nb_pieces,position,prix,si_balcon,si_sdEau,si_sdbain,surface,typedebien,ville
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
12,750106,75006,75006,0,39738,143213989,13092,0,0,0,SL,1,2,10,3,12,1490000,0,0,0,72.72,Appartement,Paris 6ème
18,750106,75006,75006,0,84839,150076313,110252,0,0,américaine équipée,SL,1,2,8,3,18,1490000,0,0,0,95,Appartement,Paris 6ème
